yorum, puan
"suriye'ye girme amaçlarından biri de ileride ülkesine dönmesi halinde sorun çıkarabilecek çeçen cihatçıları suriye topraklarında rahat rahat öldürmektir" ,3
"rus otomobil firması lada'nın ürettiği son model olan lada vesta test eden, hatta test etmekle de kalmayıp test sürüşünde yasal hız sınırını açtığını samimiyetle açıklayan cesur yürekli kişidir. test sürüşü sonrasında otomobile yaptığı övgülerle lada markasının müşterilerine göz kırpmayı da ihmal etmemiştir." ,3
"kırım' ın rusya' ya katılması ve rusya' nın suriye iç savaşına aktif müdahalesi sonrası yapılan anketlere göre rusya' da son günlerde kendisinin politikalarına verilen destek oranı %89.9' a çıkmış." ,3
"michael mcfaul'dan bir değerlendirme;http://www.nytimes.com/…utins-strategic-genius.html" ,3
"bermuda şeytan üçgeninin uç halkası. diğerleri için, (bkz:rte). (bkz:angela merkel)" ,3
"geçtiğimiz günlerde bbc muhabiri john simpson'ı ayar manyağı ettiği haber ve video için:http://21stcenturywire.com/…lists-stupid-questions/" ,3
"how putin came to power...muhtemelen paylaşılmıştır ama..." ,3
"obama'dan daha cool." ,4
"1 kasım 2015 seçimlerinden sonra (bkz:çare putin) dedirtmiştir ülkemize" ,3
"2000' de komünist partiden aday olarak %53 oy almış ve devlet başkanı olmuş kişidir. 2004'te ise tekrar yapılan seçimlerden %70'lere varan oy almıştır. putin, eski bir kgb ajanıdır ve alanında emsaldir.kişisel olarak baktığımda ise kendisini severim, iyi bir liderdir. ülkesinin menfaatinden tek bir kalem taviz vermez. menfaati için saldırır. buz adamdır." ,5
"forbesdergisi tarafından dünyanın en güçlü kişisi seçilmiş.http://www.telegraph.co.uk/…erson-in-the-world.html" ,5
"(bkz:güç bende artık)aldın gücü, şanslı pezevenk" ,3
"yok canım bizim dünya liderimiz nerdeymis peki :d" ,3
"ruslarda halen sovyetlerden, hatta imparatorluk döneminden kalma bir alışkanlık olan tek adamcılık vardır. rusya'da putin giderse yerine kim gelecek kaygısı vardır. bu adam ne kadar halkına eziyet ederse etsin, kendisi çocuğuna tokat atan baba muamelesi görür, iyilikleri için bunu şart olduğunu düşünürler. bu açıdan bize çok benzerler, daha doğrusu bizler bu kafaya doğru yönlendirildik sistematik olarak.rusya'da gerçekten aklı başında, ülkeyi putin'den daha iyi yönebilecek bir çok insan mevcut. lakin mevcut güçler için doğru düşünen değil, kendi düşüncüleri doğrultusunda bir kitleyi en iyi şekilde ikna edebilecek bir resim gerekir. bu açıdan, putin de, uzun adam da birer projedir. bu adamlar zekidirler fakat asıl mesele zeka değil hitabet yetenekleri, ikna kabiliyetleridir.putin'in gerçekten bir hipnoz etkisi yaratacak bir iletişim yeteneği vardır. kim bilir belki avrupalı ve amerikalı liderler sırf bu yüzden kendisi ile görüşmek istemiyorlardır*putin de uzun adam da ölmedikçe veya dilsiz kalmadıkça kendilerini ülkelerinin başlarında tek adam olarak daha çok göreceğiz, maalesef bu durumu kabullenmek dışında bir seçenek yok." ,3
"ülkesi için önemli işler yapan ama özünde diktatör olan bir devlet adamıdır. tayyibin zeki ve bilgilisi yani ha bir de memleketi yabancılara orospu ettirmeyeni." ,3
"forbes dergisi tarafından üst üste 3.kez dünyanın en güçlü insanı seçilmiş olan kung-fu ustası.avrupa ve abd'yi iplemeyip kafasındaki dış siyaseti uygulayabilmesi nedeniyle diğer rakiplerinden sıyrılmış efendim." ,4
"15-16 kasım 2015 g-20 antalya zirvesiicin kapida bekleyen erdogan'a dogru yuruyusu bastan sona mesajdir. kapida misafirlerini bekleyen cumhurbaskani'na ceketinin dugmeleri acik , yuruyus sirasinda saga sola kollarini sallayarak guc bende mesajini vermistir. diplomatik olarak erdogan'insayin barakdemesi ve putin'in buralar benden sorulur tavri yeni doneme ait net mesajlar verecektir." ,3
"an itibariyle durduramıyoruz efendim." ,3
"bu adama karşı sempatim, ab'ye ve ab'nin saçmalıklarına karşı verdiği savaştan ötürü. onun dışında ise kendi milletinin çıkarlarını gözetiyor gibi durmasından ötürü de takdir ediyorum." ,4
"akıllı adamdiss atmadığı lider yok açık açık kimseden korkumuz yok diyorrte gibi bir daha davosa gelmem deyip ben onu modaratöre söyledim demiyoradam gibi adammakul emperyalizmi indirmek için tabi kendi menfaatleri doğrultusunda hareket ediyorbütün dünya liderleri ahh bize bomba patlattılar halkı vurdular derkenbu adam kendin ettin kendin buldun gül gibi sararıp soldun diyorkişiliği umurumda değil fakat kimi ısıracağını iyi biliyor gücünün farkında" ,4
"(bkz:rusya ve fransa'nın ışid ile mücadelede anlaşması)" ,3
"fena bir konusma yapmistir.diyecek pek bir sey yok:http://www.liveleak.com/view?i=ee2_1447581953" ,3
"tanrılı manrılı beyanat falan vermemiş rus lider.söylediği iddia edilen sözün kaynağı9gag. ayrıca ilk yoruma dikkat.tamam güçlü lider açlığından böyle şeyler görünce gaza falan geliyorsunuz da, bari yazacağınız şeyin kaynağını araştırın lan. internette her gördüğüne inanan ağzı açık ayran budalası bir nesil yetişti. inanmakla kalmıyor, başkalarına da yalan yanlış bilgi saçıyor adam.çıkartıp masaya neyi nerede vurduğunu gerçek zamanlı takip etmek için sizişöylealalım." ,3
"kılıçdaroğlu gidecekse illa, yerine geçmesini istediğim yegane kişidir. çomarlara ""liderlik vasfı"" dersi verecektir." ,3
"https://33.media.tumblr.com/…zsolf1sh7htzo1_400.gif" ,3
"ışidmilitanlarını allah'larına kavuşturan gerçek mü'min." ,3
"talas savaşı yapılırken kendisi ortalarda yoktu. bugün putin yalakalığı yapanlar hiç bundan bahsetmezler. !!!birbirbir111" ,3
"ülkesi abd ve avrupa tarafından ekonomik ve askeri açıdan tam bir ablukaya alınmışken soğukkanlılığını kaybetmemiş ve üstüne ukrayna, kırım ve suriye'de abd ve avrupa'ya karşı tarihsel kazanımlar sağlamıştır.putin ve onun rusya'sı abd ve avrupalılarla kıyaslandığında emperyal bir güç olma amacı taşımyor çünkü çok fazla toprağı ve yer altı zenginliği var zaten.bu adamların dediği şu : bizler avrupalı değiliz biz rusya'yız gücümüzün farkındayız, bize bulaşmazsanız iyi edersiniz çünkü bizim size bulaşmak gibi bir niyetimiz zaten yok ama saldırı dozunuzu arttırır ve benim topraklarımı tehdit ederseniz bilin ki sizin de kesinlikle kaybedeceğiniz bir savaş çıkacak ve kıyamet kopacak.. bu savaşı başlatan biz olmayacağız ama ilk saldırınızda siz de yok olacaksınız.enerji, tarım ve madenler konusunda ciddi sıkıntı çeken ve emperyal hamleler yapan asıl güç bugün için batı karşısında çin'dir ve olası bir çin-abd savaşından sonra dünya da süper güç olarak sadece rusya kalacaktır geriye..." ,4
"kimine gore kahraman kimine gore oligarklari dahada zenginlestiren buyuk bir lider kim nederse desin su an dunyanin en cok kar getiren sirketi olan gazpromun %51lik hissesini devletin elinde tutmustur kari yillik ortalama100 milyar $ dan fazla olan bir sirket bahsettigimiz 400 bine yaklasan calisaniyla birlikte bize bakin satmadigimiz bi donumuz kaldi." ,3
"""katil erdoğan"" diye slogan atanların hayranlık beslediği gerçek katil.(bkz:erdoğan'a küfredip putin'e hayran olmak)" ,2
"(bkz:manlet)" ,3
"budur." ,3
"inşallah yakında şam'a gidip emevi camiinde namaz kılacak olan gerçek dünya lideridir.one minute dedikten iki gün sonra israil'e sınır mayınlarını temizletmez. libya'da, suriye'de ortadoğu'nun amerikan çıkarları lehine şekillendirilmesine alet olmaz.https://www.youtube.com/watch?v=yd1vfd68pue" ,4
"(bkz:go hard like vladimir putin)" ,3
"suriye başta olmak üzere tüm cihat hareketlerini takip ettikleri 'savaş odası'nı basına tanıtmış lider.https://twitter.com/…akis/status/668409916193902592" ,3
"soğuk savaştan kalma soğuk lider" ,3
"tam tesekkullu eski tip bir diktator degildir, bir stalin lenin degildir, moskova da kendisini birahanede elestirebilirsiniz, fsb ensenizde bitmez ama birahane tayfasindan tepki alabilirsiniz, cunku orta ve dusuk gelirli insanlar sever kendisini. kendisi sayesinde mi bilmiyorum ama ruslarda acayip ozguven olusmus, amerika nato vs kimsenin sikinde degil, adamlara amerika dediginizde ""hassiktir"" lafini duyarsiniz. yani bizim comarin ""amariga boyuk devlettir"" lafini duymaniz imkansiz ruslardan. bir cin degildir, secim demokrasisini pek isletmez ama elestiriye tahammul eder eski komunist rejim gibi degildir, muhaliflere pek tahammulu yoktur ama anladigim kadari ile bu sadece oligark muhalifleri icin gecerli.isin esasi aslinda putin'i hep amerika ve bati medyasindan izlemeyin, onlar dogal olarak taraflidirlar kendi cikarlarini gozetirler, kendinizi rus olarak gorup empati kurun adamin gercek lider oldugunu anlarsiniz. ayriyetten ismi bilinen bir dunya lideri gibi kurusiki sikmaz.demokrasi konusunda fikirleri aciktir, kendisi demokrat oldugunu soylemez zaten, boyle bir seye de ne kadar ihtiyac vardir, demokrasi ne kadar guzel birseydir, turkiye orneginden goruyoruz. kendisinin soyledigi sudur; bati tipi demokrasi rus halkinin gelenek ve goreneklerine uygun degildir. ayni seyi ataturk de turkiyeye ruslar tarafindan komunizm fikri one suruldugunde soylenmistir, ""komunizm turk orf ve adetlerine uygun bir yonetim bicimi degildir"" diye." ,3
"(bkz:katil putin)" ,1
"düşürülen uçakla ilgili açıklamasını yapmıştır.""terör işbirlikçileri tarafından sırtımızdan bıçaklandıkuçağımız türkiye sınırının 4 km uzağında düşürüldübugünkü trajik olayların rusya-türkiye ilişkileri üzerinde ciddi sonuçları olacak""" ,3
"şu anda canlı yayında akp'yi terörizmin ve özellikle de ışid'in destekçisi ilan ediyor." ,3
"rusya'nın erdoğan'ıdır. ilkesel olarak, otoriterliğe karşı iseniz, putin'i de desteklememeniz gerekir. erdoğan neyse, putin de odur.öte yandan, ışid'e karşı mücadele konusu nedeniyle son dönemde batı ile ilişkileri düzeltme çabasındaydı. bu yeni durumda, batı'nın tavrı ne olacak, göreceğiz." ,3
"gözümüzün önünde binlerce km ötedeki bir ülkenin,soydaşlarımızı bombalamalarına seyirci kalacağımızı düşünen başkanı..bizden güçlü olabilirsin ama türkiye ne çeçenistana ne gürcistana ne de ukraynaya benzer putin efendi.." ,3
"bana öyle geliyor ki burada yaşayıp putin'e sempati duyanlar ile ürdün'de, libya'da vb yaşayıp erdoğan'a sempati duyanlar arasında pek bir vizyon farkı yok. ikisi de hemen hemen her konuda aynı bokun laciverti.rusya türkiye'ye saldıramaz götü yemez diyenler için de şunu belirteyim; modern politikalarda savaş her daim kullanılan bir araç değildir. iyi bir gözdağıdır ama savaştan daha etkili yollar vardır. ambargo gibi, enerji kaynakları gibi, ekonomi gibi. evet askeri açıdan putin bu riski göze alamayabilir ama kömür, doğalgaz ve turizm gibi konularda türkiye'nin ebesini belletme kozunu kullanarak gayet de ölümü gösterip sıtmaya razı edebilir. ki şu an da bunun hesaplarını yapıyordur." ,3
"(bkz:kuduz köpek)" ,2
"götünün gılları sadece rusya'da değil bu ülke topraklarında dahi olan rus kabadayısı. kesin moskova'nın kasımpaşa'ya denk gelen mahallesi varsa oradan çıkmadır." ,2
"sen bizimkini tanımamışsın. önce kardeşim der sonra sirttan vurur." ,3
"epey kalkan karizmasını indirmek obama'ya değil reis'e nasip oldu. meşellah.ukrayna'da ab'yi tokatladı; suriye'de amerika'yı tokatladı. şimdi de iki tokat yiyip oturma zamanı şapşik." ,3
"come on...." ,3
"""yanıbaşında istediğim gibi at koştururum, sınır mınır da tanımam."" modundaydı birkaç aydır. bugün babayı almıştır.ne sanıyorsun la sen kendini büzük!git çeçenlerle, afganlarla falan oyna. senin neyine ortadoğu!senin borun steplerde öter. çölde değil. soğuk savaş biteli çeyrek asır oldu. hadi çiftliğine dön. sakin ol ve elindeki o votkayı yere bırak. savaşçılık oynayacak zaman değil." ,2
"(bkz:kutup ayısı)(bkz:bahtsız bedeviyi çölde kutup ayısı sikermiş)" ,3
"ülkesinin sınırlarına;ışıd'lı teröristler ve (barış süreciadı altında) sınırdan güle oynaya, yıllarca, ülkeye dolan ve hattatörenle karşılanan diğer terörist gruplar tecavüz ederkenses çıkarmayananadolu çomarlarıçoğunlukta oldukça, kendisinehavuz medyasından ve sözlükten yapılacakikiyüzlüatarlar bolca destek bulacak devlet insanı." ,2
"bi tarafta ayıya binen..bi tarafta attan düşen.. ikisinide dene tarafını seç..." ,3
"recep tayyip erdoğangibi bir dünya liderine kafa tutaarak camii duvarına işemiştir.muhtemelen sonu yine cumhurbaşkanımıza, başbakanlığı döneminde kafa tutannicolas sarkozy,hüsnü mübarekveyasilvio berlusconigibi olacaktır." ,3
"(bkz:potin/#56479402)" ,3
"yalancıdır." ,2
"g20'de imalı laf sokmalar yaparken bir anda türkiye'nin hamlesi ile açık seçik konuşmaya başlamıştır. ha şöyle yüzüne karşı söyle ne diyeceksen." ,3
"bu adam üzerinden bastırılmış erdoğan/otoriter lider hayranlığını deşarj eden ciddi bi muhalif kitle var. ulen insan harbiden bi garipsin." ,3
"ayı terbiyecisi" ,3
"sıcak denizlere inme olayını tamamen yanlış anlamış rusya lideri." ,2
"""allah'ın getto ruski'si dünyanın en güçlü liderlerinden biri olmuş."" diyenler için gelsin:http://galeri7.uludagsozluk.com/…-lideri_366173.jpg" ,3
"sendromu:(bkz:hem sikim olsun hem donuma değmesin)" ,3
"ismininpütünolarak devsirilmesini önerecegim kisi.uzuna bir soralim, belki begenir." ,3
"nato nun türkiye davasında haklıdır açıklamasından sonra karizması çizilen adam.şimdi haklı olarak ellerindeki gaz la tehdit ederler ama, türkiye gibi bir ülkeyi kimse karşısına almak istemez, savaş olayı imkansıza yakın bir ihtimaldir ve nato nun türkiyenin dediği doğru açıklamasından sonra artık olay uçak düşmesiyle son bulur. belki ışid e el altından birkaç bomba verip biyerlerde patlattırır putin." ,2
"bu adama güzelleme düzen ile kafa tutan kişiler arasında kaç kadeh fark olduğu merak edilir." ,3
"fevri açıklamalar yerine son derece ihtiyatlı ve politik bir üslupla olayı değerlendirmiş, uluslararası kamuoyunun desteğini almıştır.uluslararası tehdit oluşturan bir terör örgütüyle somut olarak savaşan en büyük güce yapılan haklı veya haksız saldırı durumu ortaya çıkmıştır. ki ruslar önce yumruğu atan sonra olayı sorgulayan insanlarken putin gerçek bir lider üslubuyla değerlendirmiştir olanları.bu açıklamadan sonra aramızda;tankla, topla falan beklerim.uçakla,ağır sanayi hamlenizle falandiyenler olsa da ben geri dönüşün bürokratik, ekonomik, ve belki de terör ile karışık iç tehdit olarak gerçekleştirileceğine inanıyor ve çekiniyorum.o giderli arkadaşların da hatırlaması gereken şey;yükselme dönemindeki osmanlı değiliz(bkz:kızgın yerine üzgün olduğunu söylemesi)(bkz:farklı olacak)" ,3
"tayyip erdoğan'ın tokatladığı dünya liderlerinden biri sadece. sen kimin hava sahasına giriyorsun kafana göre." ,2
"soğukkanlı bir adamdır. çocuk gibi hemen aynı şekilde tepki vermeyecektir. zamana yayacaktır. ama er ya da geç o öldürülen pilotunun ve düşürülen uçağın intikamını alacaktır.diğer taraftan erdoğan ile aynı mizaçlara sahiptirler. yalnız birisinin arkasında rusya ötekisinin de türkiye vardır. davul bile dengi dengine!" ,3
"nasil esed olduysa (bkz:vlada piton) olacak yakin zaman da." ,3
"çeçenleri silah kullanmadan bitirmiş, birbirine düşürmüş adama çeçenlerle baş edemedi diyenleri gösteren bilgi turnosolu. uluslarası ilişkileri romantik duygularla yapamazsın kardeşim yok yapacağım dersen 2008 yılının gürcistan'ı gibi olursun, saakaşvili denen adamda bir yanına nato bir yanına avrupa birliği bayrağı alıp açıklamalar yapıyordu.güzelim ülkemizi ortadoğu bataklığında selefi-arap düşüncelerin savunulması yolunda heba etmek, ülkeyi olmayacak işlere sokmanın izahı yoktur." ,3
